order_id,Timestamp,Order_details,Amount_ordered,Price
1797,2016-01-31 13:21:53,"['napolitana_l', 'thai_ckn_m']",2,37.25
1798,2016-01-31 13:21:53,['ckn_pesto_l'],1,20.75
1799,2016-01-31 13:21:53,['peppr_salami_s'],1,12.5
1800,2016-01-31 13:21:53,['spinach_supr_m'],1,16.5
1801,2016-01-31 13:21:53,"['cali_ckn_l', 'ital_cpcllo_s', 'ital_supr_m', 'sicilian_s', 'the_greek_xl']",5,87.0
1802,2016-01-31 13:21:53,"['brie_carre_s', 'ital_cpcllo_l', 'thai_ckn_m', 'veggie_veg_l']",4,81.15
1803,2016-01-31 13:21:53,"['ital_cpcllo_l', 'ital_veggie_m', 'veggie_veg_m']",3,53.25
1804,2016-01-31 13:21:53,"['calabrese_m', 'four_cheese_m']",2,31.0
1805,2016-01-31 13:21:53,"['hawaiian_s', 'spinach_supr_l']",2,31.25
1806,2016-01-31 16:02:17,"['hawaiian_l', 'napolitana_s', 'pepperoni_m']",3,41.0
1807,2016-01-31 16:07:02,"['big_meat_s', 'green_garden_m', 'spinach_fet_l', 'spinach_fet_l']",4,68.5
1808,2016-01-31 00:00:00,"['big_meat_s', 'veggie_veg_m']",2,28.0
1809,2016-01-31 16:13:08,"['five_cheese_l', 'sicilian_m']",2,34.75
1810,2016-01-31 16:13:08,['classic_dlx_m'],1,16.0
1811,2016-01-31 16:23:44,"['green_garden_s', 'green_garden_s', 'peppr_salami_s']",3,36.5
1812,2016-01-31 00:00:00,"['classic_dlx_m', 'veggie_veg_l']",2,36.25
1813,2016-01-31 00:00:00,"['five_cheese_l', 'five_cheese_l']",2,37.0
1814,2016-01-31 00:00:00,"['big_meat_s', 'ckn_alfredo_m', 'sicilian_s']",3,41.0
1815,2016-01-31 00:00:00,"['big_meat_s', 'hawaiian_s', 'ital_cpcllo_l']",3,43.0
1816,2016-01-31 00:00:00,"['four_cheese_l', 'hawaiian_m', 'spicy_ital_m']",3,47.7
1817,2016-01-31 00:00:00,"['big_meat_s', 'peppr_salami_l', 'sicilian_m']",3,49.0
1818,2016-01-31 00:00:00,"['napolitana_l', 'napolitana_l']",2,41.0
1819,2016-01-31 00:00:00,"['bbq_ckn_m', 'pepperoni_m', 'veggie_veg_m']",3,45.25
1820,2016-01-31 00:00:00,"['cali_ckn_s', 'four_cheese_l', 'napolitana_m']",3,46.7
1821,2016-01-31 18:14:53,"['ckn_alfredo_m', 'spinach_fet_l']",2,37.0
1822,2016-01-31 18:14:53,"['calabrese_m', 'ital_supr_l']",2,37.0
1823,2016-01-31 18:14:53,['cali_ckn_m'],1,16.75
1824,2016-01-31 18:14:53,"['big_meat_s', 'southw_ckn_m']",2,28.75
1825,2016-01-31 18:14:53,"['classic_dlx_l', 'five_cheese_l', 'sicilian_l']",3,59.25
1826,2016-01-31 18:33:05,"['four_cheese_l', 'prsc_argla_l', 'prsc_argla_s', 'the_greek_m']",4,67.2
1827,2016-01-31 18:33:05,"['ital_supr_m', 'mexicana_m', 'mexicana_m']",3,48.5
1828,2016-01-31 18:33:05,"['pepperoni_s', 'spinach_supr_s', 'thai_ckn_l']",3,43.0
1829,2016-01-31 18:33:05,"['cali_ckn_l', 'pep_msh_pep_l', 'thai_ckn_l', 'the_greek_l']",4,79.5
1830,2016-01-31 18:33:05,['sicilian_l'],1,20.25
1831,2016-01-31 20:02:14,['sicilian_l'],1,20.25
1832,2016-01-31 20:02:14,['sicilian_l'],1,20.25
1833,2016-01-31 20:02:14,"['cali_ckn_l', 'mexicana_m']",2,36.75
1834,2016-01-31 20:02:14,"['ital_supr_m', 'prsc_argla_m']",2,33.0
1835,2016-01-31 20:02:14,"['cali_ckn_m', 'cali_ckn_m', 'ital_veggie_s', 'pep_msh_pep_l']",4,63.75
1836,2016-01-31 20:02:14,['veggie_veg_s'],1,12.0
1837,2016-01-31 20:02:14,"['bbq_ckn_m', 'ital_cpcllo_l', 'mediterraneo_m', 'mediterraneo_m']",4,69.25
1838,2016-01-31 20:02:14,"['mediterraneo_m', 'mediterraneo_m', 'mediterraneo_m']",3,48.0
1839,2016-01-31 20:58:38,['spicy_ital_l'],1,20.75
1840,2016-01-31 20:58:38,"['big_meat_s', 'big_meat_s', 'hawaiian_m', 'ital_supr_m']",4,53.75
1841,2016-01-31 20:58:38,"['ital_supr_m', 'spicy_ital_s']",2,29.0
1842,2016-01-31 20:58:38,"['napolitana_l', 'napolitana_l']",2,41.0
1843,2016-01-31 00:00:00,"['big_meat_s', 'big_meat_s']",2,24.0
1844,2016-01-31 00:00:00,"['pep_msh_pep_m', 'spinach_supr_s']",2,27.0
1845,2016-01-31 00:00:00,"['ital_veggie_l', 'peppr_salami_l', 'soppressata_s', 'veggie_veg_m']",4,70.25
1846,2016-01-02 00:00:00,['big_meat_s'],1,12.0
1847,2016-01-02 00:00:00,['classic_dlx_m'],1,16.0
1848,2016-01-02 00:00:00,"['classic_dlx_l', 'ital_cpcllo_m']",2,36.5
1849,2016-02-01 00:00:00,"['five_cheese_l', 'four_cheese_l', 'sicilian_s']",3,48.7
1850,2016-02-01 11:44:00,"['sicilian_s', 'mexicana_s']",2,24.25
1851,2016-01-02 00:00:00,"['big_meat_s', 'big_meat_s', 'cali_ckn_l', 'classic_dlx_m', 'ital_veggie_s', 'napolitana_m', 'napolitana_m', 'peppr_salami_m', 'soppressata_m', 'spicy_ital_l', 'spinach_fet_s', 'spinach_supr_l', 'thai_ckn_l']",13,212.75
1852,2016-01-02 00:00:00,"['calabrese_m', 'four_cheese_l']",2,34.2
1853,2016-02-01 00:00:00,"['ital_supr_m', 'napolitana_m']",2,32.5
1854,2016-02-01 12:27:00,['big_meat_s'],1,12.0
1855,2016-02-01 12:28:00,"['ckn_pesto_s', 'peppr_salami_m', 'southw_ckn_s', 'spinach_fet_m']",4,58.0
1856,2016-01-02 12:28:00,['sicilian_m'],1,16.25
1857,2016-02-01 12:28:00,['sicilian_m'],1,16.25
1858,2016-02-01 12:43:50,['spicy_ital_s'],1,12.5
1859,2016-02-01 12:43:50,['peppr_salami_l'],1,20.75
1860,2016-02-01 12:43:50,['classic_dlx_l'],1,20.5
1861,2016-02-01 12:43:50,['spin_pesto_l'],1,20.75
1862,2016-02-01 12:43:50,"['spin_pesto_l', 'mexicana_l']",2,41.0
1863,2016-02-01 12:43:50,['brie_carre_s'],1,23.65
1864,2016-01-02 00:00:00,['peppr_salami_s'],1,12.5
1865,2016-02-01 00:00:00,"['peppr_salami_s', 'ckn_alfredo_l', 'prsc_argla_l', 'spin_pesto_l']",4,74.75
1866,2016-02-01 00:00:00,"['brie_carre_s', 'classic_dlx_m', 'ital_supr_m', 'soppressata_l', 'southw_ckn_s', 'spinach_supr_s']",6,102.15
1867,2016-02-01 14:35:50,['spicy_ital_m'],1,16.5
1868,2016-01-02 00:00:00,"['five_cheese_l', 'five_cheese_l']",2,37.0
1869,2016-01-02 00:00:00,"['ital_veggie_m', 'pepperoni_m', 'pepperoni_m', 'pepperoni_m']",4,54.25
1870,2016-01-02 00:00:00,['big_meat_s'],1,12.0
1871,2016-01-02 00:00:00,['ital_cpcllo_l'],1,20.5
1872,2016-01-02 00:00:00,"['ital_supr_l', 'ital_supr_l', 'peppr_salami_l', 'thai_ckn_l']",4,83.0
1873,2016-02-01 00:00:00,"['cali_ckn_s', 'sicilian_l']",2,33.0
1874,2016-02-01 00:00:00,['sicilian_l'],1,20.25
1875,2016-02-01 00:00:00,"['pepperoni_m', 'southw_ckn_l']",2,33.25
1876,2016-02-01 15:56:21,"['bbq_ckn_l', 'calabrese_m', 'four_cheese_l', 'spin_pesto_s']",4,67.45
1877,2016-02-01 15:56:21,"['southw_ckn_l', 'spin_pesto_s']",2,33.25
1878,2016-02-01 15:56:21,"['classic_dlx_s', 'napolitana_l']",2,32.5
1879,2016-02-01 15:56:21,['big_meat_s'],1,12.0
1880,2016-02-01 15:56:21,"['ital_cpcllo_l', 'ital_veggie_m', 'mexicana_m']",3,53.25
1881,2016-02-01 15:56:21,"['napolitana_m', 'pepperoni_s']",2,25.75
1882,2016-02-01 15:56:21,"['cali_ckn_m', 'five_cheese_l']",2,35.25
1883,2016-02-01 15:56:21,['hawaiian_s'],1,10.5
1884,2016-02-01 16:34:15,"['cali_ckn_m', 'green_garden_s', 'hawaiian_m', 'thai_ckn_l']",4,62.75
1885,2016-02-01 16:34:57,"['classic_dlx_m', 'ital_supr_l', 'spicy_ital_s', 'spin_pesto_l']",4,70.0
1886,2016-02-01 16:43:54,['spin_pesto_l'],1,20.75
1887,2016-02-01 16:43:54,"['cali_ckn_m', 'classic_dlx_m', 'ital_cpcllo_m', 'pepperoni_s', 'southw_ckn_m']",5,75.25
1888,2016-02-01 16:43:54,"['southw_ckn_m', 'napolitana_s']",2,28.75
1889,2016-01-02 00:00:00,"['bbq_ckn_l', 'ital_supr_l']",2,41.5
1890,2016-02-01 00:00:00,"['five_cheese_l', 'pep_msh_pep_s']",2,29.5
1891,2016-02-01 17:11:07,"['calabrese_l', 'cali_ckn_m', 'spicy_ital_l', 'the_greek_l']",4,78.25
1892,2016-02-01 17:11:07,"['cali_ckn_m', 'hawaiian_s', 'sicilian_l']",3,47.5
1893,2016-02-01 17:11:07,['thai_ckn_l'],1,20.75
1894,2016-02-01 17:11:07,"['classic_dlx_s', 'the_greek_xl']",2,37.5
1895,2016-02-01 17:11:07,"['calabrese_m', 'southw_ckn_l', 'southw_ckn_l', 'thai_ckn_l']",4,78.5
1896,2016-02-01 17:11:07,['cali_ckn_l'],1,20.75
1897,2016-02-01 17:11:07,"['pep_msh_pep_l', 'southw_ckn_l', 'southw_ckn_l']",3,59.0
1898,2016-02-01 17:11:07,['ckn_alfredo_m'],1,16.75
1899,2016-02-01 17:35:39,"['ckn_alfredo_m', 'peppr_salami_l']",2,37.5
1900,2016-02-01 17:35:39,['hawaiian_l'],1,16.5
1901,2016-02-01 17:35:39,"['bbq_ckn_m', 'four_cheese_l']",2,34.7
1902,2016-02-01 17:35:39,"['four_cheese_l', 'ital_cpcllo_s']",2,29.95
1903,2016-02-01 17:35:39,['ital_cpcllo_s'],1,12.0
1904,2016-02-01 17:35:39,"['big_meat_s', 'classic_dlx_m', 'ital_supr_l', 'pepperoni_s']",4,58.5
1905,2016-02-01 17:35:39,"['bbq_ckn_m', 'cali_ckn_m', 'classic_dlx_s']",3,45.5
1906,2016-02-01 17:35:39,['five_cheese_l'],1,18.5
1907,2016-02-01 18:25:35,['spinach_fet_s'],1,12.0
1908,2016-02-01 18:25:35,['bbq_ckn_m'],1,16.75
1909,2016-01-02 00:00:00,['bbq_ckn_m'],1,16.75
1910,2016-02-01 00:00:00,['bbq_ckn_m'],1,16.75
1911,2016-02-01 19:01:15,['cali_ckn_m'],1,16.75
1912,2016-02-01 19:01:15,"['pep_msh_pep_s', 'prsc_argla_m']",2,27.5
1913,2016-02-01 19:01:15,['cali_ckn_m'],1,16.75
1914,2016-02-01 19:01:15,['pepperoni_s'],1,9.75
1915,2016-02-01 19:24:26,"['pepperoni_m', 'spicy_ital_l']",2,33.25
1916,2016-01-02 00:00:00,"['bbq_ckn_l', 'napolitana_m']",2,36.75
1917,2016-02-01 19:48:51,"['brie_carre_s', 'mexicana_l', 'southw_ckn_l', 'the_greek_m']",4,80.65
1918,2016-02-01 19:50:54,['cali_ckn_s'],1,12.75
1919,2016-02-01 19:50:54,['cali_ckn_s'],1,12.75
1920,2016-02-01 19:50:54,"['bbq_ckn_m', 'prsc_argla_s']",2,29.25
1921,2016-02-01 20:07:50,['ital_veggie_s'],1,12.75
1922,2016-02-01 20:09:20,"['ckn_pesto_l', 'green_garden_m', 'the_greek_xl', 'veggie_veg_l']",4,82.5
1923,2016-01-02 20:09:20,"['bbq_ckn_m', 'classic_dlx_m']",2,32.75
1924,2016-01-02 00:00:00,"['bbq_ckn_s', 'prsc_argla_s', 'spinach_fet_m']",3,41.25
1925,2016-02-01 00:00:00,"['ital_supr_m', 'pepperoni_s']",2,26.25
1926,2016-02-01 00:00:00,"['pepperoni_s', 'pepperoni_s']",2,19.5
1927,2016-02-01 00:00:00,"['soppressata_l', 'spicy_ital_l', 'thai_ckn_l']",3,62.25
1928,2016-02-01 21:57:20,['bbq_ckn_l'],1,20.75
1929,2016-02-01 21:57:20,"['cali_ckn_m', 'classic_dlx_s', 'hawaiian_l', 'hawaiian_l']",4,61.75
1930,2016-02-01 22:11:02,['calabrese_m'],1,16.25
1931,2016-02-01 22:15:43,"['big_meat_s', 'southw_ckn_m']",2,28.75
1932,2016-02-01 22:29:35,"['cali_ckn_l', 'thai_ckn_m']",2,37.5
1933,2016-02-02 11:17:08,"['thai_ckn_m', 'ital_veggie_m', 'thai_ckn_l', 'thai_ckn_m']",4,71.0
1934,2016-02-02 11:24:45,['cali_ckn_m'],1,16.75
1935,2016-02-02 11:24:45,"['ital_veggie_s', 'prsc_argla_m']",2,29.25
1936,2016-02-02 11:24:45,"['hawaiian_l', 'thai_ckn_l']",2,37.25
1937,2016-02-02 00:00:00,['sicilian_m'],1,16.25
1938,2016-02-02 00:00:00,['pepperoni_l'],1,15.25
1939,2016-02-02 00:00:00,['pepperoni_s'],1,9.75
1940,2016-02-02 00:00:00,['veggie_veg_l'],1,20.25
1941,2016-02-02 00:00:00,['pepperoni_s'],1,9.75
1942,2016-02-02 00:00:00,"['classic_dlx_m', 'thai_ckn_s']",2,28.75
1943,2016-02-02 00:00:00,"['five_cheese_l', 'hawaiian_l']",2,35.0
1944,2016-02-02 12:49:00,"['four_cheese_m', 'spicy_ital_m']",2,31.25
1945,2016-02-02 00:00:00,['spinach_fet_s'],1,12.0
1946,2016-02-02 13:01:49,"['cali_ckn_l', 'cali_ckn_m', 'cali_ckn_m', 'ital_cpcllo_l', 'mediterraneo_s', 'mediterraneo_s', 'mexicana_m', 'mexicana_m', 'sicilian_s', 'sicilian_s', 'soppressata_l']",11,176.0
1947,2016-02-02 13:01:49,"['bbq_ckn_m', 'thai_ckn_l']",2,37.5
1948,2016-02-02 13:01:49,"['thai_ckn_l', 'mexicana_l', 'pep_msh_pep_l']",3,58.5
1949,2016-02-02 13:01:49,['bbq_ckn_l'],1,20.75
1950,2016-02-02 00:00:00,['ital_cpcllo_l'],1,20.5
1951,2016-02-02 00:00:00,"['pepperoni_l', 'spicy_ital_l']",2,36.0
1952,2016-02-02 00:00:00,['mexicana_l'],1,20.25
1953,2016-02-02 00:00:00,['mexicana_l'],1,20.25
1954,2016-02-02 13:53:10,['pep_msh_pep_s'],1,11.0
1955,2016-02-02 00:00:00,['the_greek_s'],1,12.0
1956,2016-02-02 00:00:00,"['calabrese_m', 'ckn_pesto_l', 'veggie_veg_m']",3,53.0
1957,2016-02-02 14:50:01,"['veggie_veg_m', 'veggie_veg_m', 'ckn_pesto_l', 'green_garden_s', 'ital_supr_m', 'pep_msh_pep_s', 'pepperoni_l', 'peppr_salami_l', 'peppr_salami_s', 'spinach_fet_l', 'spinach_fet_l', 'thai_ckn_s', 'veggie_veg_m', 'veggie_veg_s']",14,222.0
1958,2016-02-02 15:05:43,['peppr_salami_l'],1,20.75
1959,2016-02-02 15:05:43,['thai_ckn_l'],1,20.75
1960,2016-02-02 15:15:16,['pepperoni_m'],1,12.5
1961,2016-02-02 15:15:16,"['big_meat_s', 'mexicana_l']",2,32.25
1962,2016-02-02 15:15:16,['cali_ckn_l'],1,20.75
1963,2016-02-02 15:15:16,"['big_meat_s', 'prsc_argla_m', 'spicy_ital_l']",3,49.25
1964,2016-02-02 15:15:16,"['sicilian_s', 'spinach_supr_s', 'veggie_veg_m']",3,40.75
1965,2016-02-02 15:15:16,"['five_cheese_l', 'four_cheese_l', 'hawaiian_l', 'ital_cpcllo_s']",4,64.95
1966,2016-02-02 00:00:00,"['ital_cpcllo_s', 'soppressata_l', 'soppressata_l', 'spinach_supr_s']",4,66.0
1967,2016-02-02 00:00:00,"['hawaiian_s', 'pep_msh_pep_s', 'southw_ckn_s', 'spinach_fet_s']",4,46.25
1968,2016-02-02 16:58:41,"['big_meat_s', 'brie_carre_s', 'classic_dlx_l']",3,56.15
1969,2016-02-02 16:58:41,['hawaiian_s'],1,10.5
1970,2016-02-02 17:30:16,['bbq_ckn_s'],1,12.75
1971,2016-02-02 17:30:16,"['ital_cpcllo_l', 'ital_cpcllo_s']",2,32.5
1972,2016-02-02 00:00:00,"['calabrese_m', 'mexicana_m', 'pepperoni_m', 'prsc_argla_m']",4,61.25
1973,2016-02-02 00:00:00,['four_cheese_m'],1,14.75
1974,2016-02-02 00:00:00,"['big_meat_s', 'ital_cpcllo_m', 'spin_pesto_l']",3,48.75
1975,2016-02-02 00:00:00,"['classic_dlx_m', 'pepperoni_s']",2,25.75
1976,2016-02-02 00:00:00,"['five_cheese_l', 'southw_ckn_m', 'thai_ckn_m']",3,52.0
1977,2016-02-02 00:00:00,['thai_ckn_m'],1,16.75
1978,2016-02-02 00:00:00,['pepperoni_m'],1,12.5
1979,2016-02-02 00:00:00,['the_greek_m'],1,16.0
1980,2016-02-02 00:00:00,['ital_cpcllo_l'],1,20.5
1981,2016-02-02 00:00:00,"['ckn_alfredo_l', 'hawaiian_l', 'spicy_ital_s', 'spin_pesto_m']",4,66.25
1982,2016-02-02 00:00:00,['spin_pesto_m'],1,16.5
1983,2016-02-02 00:00:00,['spin_pesto_m'],1,16.5
1984,2016-02-02 00:00:00,"['big_meat_s', 'veggie_veg_s']",2,24.0
1985,2016-02-02 20:00:05,"['prsc_argla_s', 'spin_pesto_l']",2,33.25
1986,2016-02-02 20:00:05,"['bbq_ckn_m', 'napolitana_l', 'napolitana_l', 'veggie_veg_l']",4,78.0
1987,2016-02-02 20:00:05,"['calabrese_m', 'ckn_alfredo_m', 'veggie_veg_s']",3,45.0
1988,2016-02-02 20:00:05,"['cali_ckn_s', 'ckn_pesto_s', 'peppr_salami_l']",3,46.25
1989,2016-02-02 20:00:05,"['bbq_ckn_m', 'veggie_veg_s']",2,28.75
1990,2016-02-02 20:00:05,"['calabrese_m', 'hawaiian_l', 'spicy_ital_l']",3,53.5
1991,2016-02-02 20:00:05,['spinach_supr_s'],1,12.5
1992,2016-02-02 20:00:05,['ckn_alfredo_m'],1,16.75
1993,2016-02-02 22:07:29,['ckn_alfredo_m'],1,16.75
1994,2016-02-02 22:07:29,"['cali_ckn_s', 'hawaiian_s', 'peppr_salami_m', 'spinach_supr_s']",4,52.25
1995,2016-02-02 22:07:29,"['bbq_ckn_l', 'calabrese_m', 'five_cheese_l', 'spinach_supr_m']",4,72.0
1996,2016-02-02 00:00:00,"['five_cheese_l', 'ital_cpcllo_m', 'sicilian_s']",3,46.75
1997,2016-02-02 11:35:00,['green_garden_s'],1,12.0
1998,2016-02-02 11:35:00,['spinach_fet_s'],1,12.0
1999,2016-02-03 12:07:51,"['big_meat_s', 'calabrese_l', 'calabrese_m', 'ital_cpcllo_l', 'ital_supr_m', 'ital_veggie_m', 'ital_veggie_m', 'pep_msh_pep_s', 'spicy_ital_m', 'thai_ckn_l']",10,167.25
2000,2016-02-03 12:07:51,"['bbq_ckn_m', 'big_meat_s', 'big_meat_s', 'calabrese_m', 'four_cheese_l', 'pep_msh_pep_m', 'pep_msh_pep_m', 'pep_msh_pep_m', 'soppressata_l', 'spin_pesto_l', 'spin_pesto_l', 'veggie_veg_l', 'veggie_veg_l', 'veggie_veg_s']",14,233.2
2001,2016-02-03 12:20:45,"['veggie_veg_s', 'calabrese_s', 'four_cheese_l', 'ital_cpcllo_l']",4,62.7
2002,2016-02-03 12:21:10,"['big_meat_s', 'ital_supr_l', 'spinach_fet_l']",3,53.0
2003,2016-02-03 12:21:00,['green_garden_m'],1,16.0
2004,2016-02-03 12:24:06,"['ital_cpcllo_l', 'peppr_salami_s', 'prsc_argla_l']",3,53.75
2005,2016-02-03 12:32:00,"['cali_ckn_m', 'ckn_alfredo_m', 'peppr_salami_s', 'spinach_supr_l']",4,66.75
2006,2016-02-03 12:32:00,"['ckn_alfredo_l', 'green_garden_s', 'green_garden_s', 'thai_ckn_s']",4,57.5
2007,2016-02-03 12:32:00,"['bbq_ckn_s', 'spinach_fet_l']",2,33.0
2008,2016-02-03 12:32:00,['napolitana_l'],1,20.5
2009,2016-02-03 12:55:00,['the_greek_s'],1,12.0
2010,2016-02-03 13:00:41,"['big_meat_s', 'pepperoni_s', 'sicilian_m', 'spinach_fet_s']",4,50.0
2011,2016-02-03 13:01:28,"['ckn_alfredo_m', 'peppr_salami_l', 'spicy_ital_m', 'veggie_veg_l']",4,74.25
2012,2016-02-03 13:01:28,"['veggie_veg_l', 'the_greek_xl']",2,45.75
2013,2016-02-03 13:20:46,"['big_meat_s', 'brie_carre_s', 'brie_carre_s']",3,59.3
2014,2016-02-03 13:20:46,['brie_carre_s'],1,23.65
2015,2016-02-03 13:20:46,['hawaiian_m'],1,13.25
2016,2016-02-03 13:20:46,"['bbq_ckn_m', 'green_garden_m', 'ital_veggie_s']",3,45.5
2017,2016-02-03 13:20:46,"['bbq_ckn_s', 'ital_cpcllo_l']",2,33.25
2018,2016-02-03 13:20:46,"['pepperoni_s', 'peppr_salami_l', 'peppr_salami_l', 'the_greek_xl']",4,76.75
2019,2016-02-03 14:14:03,['southw_ckn_l'],1,20.75
2020,2016-02-03 14:14:03,['southw_ckn_l'],1,20.75
2021,2016-02-03 14:25:13,"['cali_ckn_l', 'ital_cpcllo_m', 'pepperoni_l', 'peppr_salami_m']",4,68.5
2022,2016-02-03 14:36:36,"['ckn_pesto_l', 'the_greek_s']",2,32.75
2023,2016-02-03 14:36:36,['four_cheese_l'],1,17.95
2024,2016-02-03 14:36:36,"['soppressata_s', 'southw_ckn_m', 'spinach_fet_l']",3,49.5
2025,2016-02-03 14:36:36,"['cali_ckn_s', 'cali_ckn_s']",2,25.5
2026,2016-03-02 00:00:00,['mexicana_l'],1,20.25
2027,2016-03-02 00:00:00,"['southw_ckn_s', 'spinach_fet_m']",2,28.75
2028,2016-02-03 16:38:16,['four_cheese_l'],1,17.95
2029,2016-02-03 16:38:16,"['four_cheese_l', 'thai_ckn_l']",2,38.7
2030,2016-02-03 16:50:44,"['five_cheese_l', 'southw_ckn_s']",2,31.25
2031,2016-02-03 16:50:44,"['cali_ckn_m', 'cali_ckn_m', 'southw_ckn_s']",3,46.25
2032,2016-03-02 00:00:00,['the_greek_m'],1,16.0
2033,2016-02-03 17:13:15,"['bbq_ckn_s', 'spicy_ital_l', 'spin_pesto_s', 'veggie_veg_m']",4,62.0
2034,2016-02-03 17:13:15,"['big_meat_s', 'pepperoni_m']",2,24.5
2035,2016-02-03 17:13:15,['classic_dlx_s'],1,12.0
2036,2016-02-03 17:13:15,"['bbq_ckn_s', 'bbq_ckn_s', 'bbq_ckn_s']",3,38.25
2037,2016-03-02 17:13:15,['mediterraneo_s'],1,12.0
2038,2016-02-03 17:13:15,['mediterraneo_s'],1,12.0
2039,2016-02-03 17:36:07,['pep_msh_pep_s'],1,11.0
2040,2016-03-02 00:00:00,['four_cheese_m'],1,14.75
2041,2016-02-03 17:40:35,['classic_dlx_m'],1,16.0
2042,2016-03-02 00:00:00,"['bbq_ckn_l', 'ital_supr_l', 'veggie_veg_l']",3,61.75
2043,2016-03-02 00:00:00,['the_greek_s'],1,12.0
2044,2016-02-03 00:00:00,"['prsc_argla_m', 'spinach_supr_s']",2,29.0
2045,2016-02-03 00:00:00,['peppr_salami_m'],1,16.5
2046,2016-02-03 18:46:54,"['ital_veggie_m', 'ital_veggie_m']",2,33.5
2047,2016-02-03 18:46:54,"['pepperoni_m', 'prsc_argla_m', 'spinach_fet_l']",3,49.25
2048,2016-02-03 18:48:26,['spicy_ital_l'],1,20.75
2049,2016-02-03 18:48:26,"['bbq_ckn_m', 'cali_ckn_m', 'veggie_veg_l']",3,53.75
2050,2016-02-03 18:48:26,"['ital_veggie_m', 'pep_msh_pep_m', 'pep_msh_pep_m', 'spinach_supr_s']",4,58.25
2051,2016-03-02 00:00:00,"['calabrese_m', 'cali_ckn_m', 'mexicana_l', 'spinach_supr_l']",4,74.0
2052,2016-02-03 19:54:31,"['brie_carre_s', 'five_cheese_l', 'four_cheese_l', 'sicilian_s']",4,72.35
2053,2016-02-03 19:54:31,"['four_cheese_l', 'four_cheese_l', 'pepperoni_l', 'pepperoni_l']",4,66.4
2054,2016-02-03 19:54:31,"['four_cheese_l', 'four_cheese_l', 'four_cheese_l', 'four_cheese_l']",4,71.8
2055,2016-02-03 19:54:31,"['ckn_pesto_l', 'ital_cpcllo_m']",2,36.75
2056,2016-02-03 21:05:04,"['pep_msh_pep_m', 'soppressata_l', 'veggie_veg_m']",3,51.25
2057,2016-02-03 21:05:04,"['four_cheese_l', 'the_greek_xl']",2,43.45
2058,2016-02-04 21:05:04,"['pepperoni_l', 'spicy_ital_m']",2,31.75
2059,2016-02-04 21:05:04,"['ital_supr_m', 'ital_supr_m', 'ital_supr_m']",3,49.5
2060,2016-04-02 00:00:00,"['ital_cpcllo_s', 'spicy_ital_l']",2,32.75
2061,2016-02-04 00:00:00,"['ckn_pesto_s', 'spinach_supr_s']",2,25.25
2062,2016-02-04 11:56:32,['ital_cpcllo_m'],1,16.0
2063,2016-04-02 11:56:32,['big_meat_s'],1,12.0
2064,2016-02-04 12:26:00,"['bbq_ckn_s', 'ckn_alfredo_m', 'mediterraneo_s', 'mexicana_l']",4,61.75
2065,2016-02-04 12:27:21,"['ital_supr_s', 'ital_supr_s', 'veggie_veg_l']",3,45.25
2066,2016-02-04 12:27:21,"['hawaiian_l', 'hawaiian_s']",2,27.0
2067,2016-02-04 12:47:00,['spicy_ital_l'],1,20.75
2068,2016-02-04 12:47:00,"['big_meat_s', 'brie_carre_s']",2,35.65
2069,2016-02-04 12:58:00,"['pepperoni_m', 'spinach_fet_l']",2,32.75
2070,2016-02-04 13:00:47,"['sicilian_l', 'veggie_veg_l']",2,40.5
2071,2016-02-04 13:00:47,['veggie_veg_l'],1,20.25
2072,2016-02-04 13:00:47,['veggie_veg_l'],1,20.25
2073,2016-02-04 13:00:47,"['bbq_ckn_l', 'green_garden_s', 'hawaiian_l', 'hawaiian_l', 'ital_cpcllo_l', 'ital_cpcllo_s', 'ital_cpcllo_s', 'ital_cpcllo_s', 'ital_cpcllo_s', 'ital_cpcllo_s']",10,146.25
2074,2016-02-04 13:41:08,"['ital_cpcllo_s', 'hawaiian_m']",2,25.25
2075,2016-04-02 00:00:00,"['big_meat_s', 'brie_carre_s', 'cali_ckn_l', 'five_cheese_l', 'four_cheese_l', 'four_cheese_l', 'mexicana_m', 'napolitana_m', 'pep_msh_pep_m', 'pep_msh_pep_m', 'peppr_salami_s', 'peppr_salami_s', 'spicy_ital_l', 'veggie_veg_m', 'veggie_veg_s']",15,245.55
2076,2016-02-04 14:11:44,"['bbq_ckn_l', 'bbq_ckn_l']",2,41.5
2077,2016-02-04 14:11:44,['bbq_ckn_l'],1,20.75
2078,2016-02-04 14:11:44,"['bbq_ckn_s', 'spinach_fet_s']",2,24.75
2079,2016-02-04 14:57:11,['spicy_ital_l'],1,20.75
2080,2016-04-02 00:00:00,"['cali_ckn_s', 'mediterraneo_l']",2,33.0
2081,2016-04-02 00:00:00,"['mexicana_m', 'pep_msh_pep_m', 'pep_msh_pep_s', 'pepperoni_m']",4,54.0
2082,2016-04-02 00:00:00,['pep_msh_pep_s'],1,11.0
2083,2016-04-02 00:00:00,['pep_msh_pep_s'],1,11.0
2084,2016-04-02 00:00:00,"['four_cheese_l', 'ital_supr_l']",2,38.7
2085,2016-02-04 16:16:36,['ital_veggie_s'],1,12.75
2086,2016-04-02 00:00:00,"['hawaiian_m', 'napolitana_s']",2,25.25
2087,2016-02-04 16:39:18,"['bbq_ckn_l', 'four_cheese_l']",2,38.7
